"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name","gene_type","direction","ensembl_clean","ENTREZID"
57.3215958422839,-1.05817082791233,0.193301926206582,-5.47418667096708,4.39525564087219e-08,6.15200669873682e-07,"ENSG00000006283.18","CACNA1G","protein_coding","Down_in_MUT","ENSG00000006283","8913"
298.71358054887,-2.22237251729018,0.285734235389714,-7.7777607372077,7.38195142619068e-15,5.62847305990725e-13,"ENSG00000007174.18","DNAH9","protein_coding","Down_in_MUT","ENSG00000007174","1770"
154.026710091883,-2.09389972439788,0.367033773726987,-5.70492383612467,1.16395122734206e-08,1.88497406334445e-07,"ENSG00000007216.15","SLC13A2","protein_coding","Down_in_MUT","ENSG00000007216","9058"
30.3059678303629,-1.11486558940582,0.314189988446491,-3.54838037621206,0.000387608019119464,0.00166713295240977,"ENSG00000007350.17","TKTL1","protein_coding","Down_in_MUT","ENSG00000007350","8277"
67.0389404604425,-1.80437401084355,0.430955738503519,-4.18691259828489,2.82774652993693e-05,0.000175200446453382,"ENSG00000008197.5","TFAP2D","protein_coding","Down_in_MUT","ENSG00000008197","83741"
281.963816779272,-1.34343770653289,0.200758775983463,-6.69180064458826,2.20441047360656e-11,7.28804628675464e-10,"ENSG00000008226.20","DLEC1","protein_coding","Down_in_MUT","ENSG00000008226","9940"
2827.91732465685,-1.0405779855293,0.103996704115198,-10.0058746513412,1.43616921167501e-23,4.27777092946675e-21,"ENSG00000008256.16","CYTH3","protein_coding","Down_in_MUT","ENSG00000008256","9265"
502.091013796515,1.68959669830894,0.274311749709872,6.15940330698906,7.30195484096882e-10,1.61836302320249e-08,"ENSG00000009694.13","TENM1","protein_coding","Up_in_MUT","ENSG00000009694","10178"
613.960310658814,1.91880225058761,0.478104510983754,4.01335316129827,5.98622469652205e-05,0.000334479255439786,"ENSG00000009709.12","PAX7","protein_coding","Up_in_MUT","ENSG00000009709","5081"
26.8379362414567,-3.47026159337522,0.348872974237215,-9.94706340026107,2.59734566482367e-23,7.45765798951307e-21,"ENSG00000010282.15","HHATL","protein_coding","Down_in_MUT","ENSG00000010282","57467"
40.3717246474035,-2.0334932815093,0.376549757068942,-5.40033088146966,6.65180933926649e-08,8.86286853895327e-07,"ENSG00000016082.15","ISL1","protein_coding","Down_in_MUT","ENSG00000016082","3670"
6.32033368772613,-1.99453495902934,0.511609419738954,-3.89855010888393,9.6770377193528e-05,0.000506265379437776,"ENSG00000016490.16","CLCA1","protein_coding","Down_in_MUT","ENSG00000016490","1179"
5061.26290444415,1.55339751360922,0.265963067204423,5.84065122250697,5.19971616903157e-09,9.22718006810719e-08,"ENSG00000019186.10","CYP24A1","protein_coding","Up_in_MUT","ENSG00000019186","1591"
12687.5676909143,1.50078700469361,0.370711111448596,4.04840038063362,5.15688749538752e-05,0.000294226926898488,"ENSG00000021826.17","CPS1","protein_coding","Up_in_MUT","ENSG00000021826","1373"
1.09923609716551,2.39313882723614,0.489334021810993,4.89060380142646,1.00527128357784e-06,9.67361143686875e-06,"ENSG00000022355.18","GABRA1","protein_coding","Up_in_MUT","ENSG00000022355","2554"
1135.07752209092,2.45206008115348,0.296926573870786,8.25813617551303,1.47964691538743e-16,1.48295052956958e-14,"ENSG00000023839.12","ABCC2","protein_coding","Up_in_MUT","ENSG00000023839","1244"
2764.78347925947,1.58531893890738,0.115610138633,13.7126289930325,8.53098011155037e-43,1.81260578090148e-39,"ENSG00000023909.10","GCLM","protein_coding","Up_in_MUT","ENSG00000023909","2730"
99.883331445502,-1.51078128706645,0.262870092914021,-5.74725435791811,9.07042313577521e-09,1.51590695207285e-07,"ENSG00000029559.7","IBSP","protein_coding","Down_in_MUT","ENSG00000029559","3381"
218.915498952378,-1.69079131694358,0.253531676896869,-6.66895489209958,2.57631414824018e-11,8.32461044445077e-10,"ENSG00000034239.11","EFCAB1","protein_coding","Down_in_MUT","ENSG00000034239","79645"
7.85419428427285,-1.05905997598782,0.249850368533388,-4.23877692158096,2.24740839874573e-05,0.000143426417854275,"ENSG00000034971.17","MYOC","protein_coding","Down_in_MUT","ENSG00000034971","4653"
