"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010817","regulation of hormone levels","42/399","463/16231",0.0907127429805616,3.69012163237467,9.32291927676246,2.57624717387645e-13,7.99409498053864e-10,7.50147767445744e-10,"AKR1B10/BMP6/RIMS2/FGA/UGT1A6/BRSK2/CHGA/HSD3B1/UGT1A10/INHA/TACR3/ADH7/AKR1C4/ADH4/PCSK1/AKR1C1/AKR1C8/CYP11A1/AKR1C3/KLK6/PCSK2/NMB/CES1/IRS2/ALDH1A1/ERO1B/ADRA2C/ABCC8/ADH1C/KCNK16/UGT1A7/KCNK9/AKR1B15/PTPRN/RFX6/GALR1/GAL/SNAP25/AKR1C2/UGT1A1/CEL/TAC1",42
"GO:0120254","olefinic compound metabolic process","23/399","158/16231",0.145569620253165,5.92165540433362,9.86890778750823,6.55430197359739e-12,1.01689995120363e-08,9.54235882821215e-09,"AKR1B10/BMP6/CYP4F3/EPHX1/HSD3B1/ADH7/AKR1C4/ADH4/AKR1C1/CYP11A1/AKR1C3/CYP4F11/CES1/CYP4F8/ALDH1A1/ELOVL2/ADH1C/AKR1B15/CYP4F2/AKR1C2/CEL/GSTA1/PLA2G10",23
"GO:0042180","ketone metabolic process","25/399","194/16231",0.128865979381443,5.2421646900757,9.43636306996187,1.23815091013446e-11,1.28066075804908e-08,1.2017430501447e-08,"AKR1B10/BMP6/CYP4F3/UGT1A6/HSD3B1/UGT1A10/CBR1/AKR1C4/ADH4/AKR1C1/CYP11A1/AKR1C3/CYP4F11/CES1/CYP4F8/IRS2/PPARGC1A/KYNU/CBR3/UGT1A7/NQO1/AIFM2/CYP4F2/AKR1C2/UGT1A1",25
"GO:0042445","hormone metabolic process","25/399","206/16231",0.121359223300971,4.93679587317809,9.02724657175035,4.67408975106108e-11,3.62592512438563e-08,3.40248601449572e-08,"AKR1B10/BMP6/UGT1A6/HSD3B1/UGT1A10/ADH7/AKR1C4/ADH4/PCSK1/AKR1C1/AKR1C8/CYP11A1/AKR1C3/KLK6/PCSK2/CES1/ALDH1A1/ERO1B/ADH1C/UGT1A7/AKR1B15/GAL/AKR1C2/UGT1A1/CEL",25
"GO:0042373","vitamin K metabolic process","8/399","13/16231",0.615384615384615,25.0333526123,13.7614819124937,1.43771800744902e-10,8.92247795422863e-08,8.37265123036792e-08,"CYP4F3/CBR1/CYP4F11/CYP4F8/CBR3/NQO1/AIFM2/CYP4F2",8
"GO:0009636","response to toxic substance","24/399","233/16231",0.103004291845494,4.19013198231631,7.78630806429197,3.34510645445941e-09,1.72997755469792e-06,1.62337175571118e-06,"AKR1B10/CPS1/EPHX1/SLC7A11/UGT1A10/ADH4/ABCB6/CES1/ALDH1A1/MTARC1/TXN/SLC47A2/GPX2/UGT1A7/SRXN1/NEFL/NQO1/MUC2/AMBP/AIFM2/GSR/S100A9/TXNRD1/GSTA1",24
"GO:0016101","diterpenoid metabolic process","15/399","89/16231",0.168539325842697,6.85604460589676,8.79424428295354,4.05179927219717e-09,1.79610473451826e-06,1.68542400356472e-06,"AKR1B10/ADH7/AKR1C4/ADH4/AKR1C1/AKR1C3/CES1/ALDH3A2/ALDH1A1/ADH1C/UGT1A7/LRP8/AKR1B15/UGT1A1/CEL",15
"GO:0098754","detoxification","19/399","151/16231",0.125827814569536,5.11857458215074,8.07179648597244,5.61164488671733e-09,2.17661676043548e-06,2.04248787061028e-06,"AKR1B10/UGT1A10/ADH4/ABCB6/ALDH1A1/MTARC1/TXN/SLC47A2/GPX2/UGT1A7/SRXN1/NQO1/MUC2/AMBP/AIFM2/GSR/S100A9/TXNRD1/GSTA1",19
"GO:0001523","retinoid metabolic process","14/399","85/16231",0.164705882352941,6.70010319917441,8.36445260128525,1.82422156356888e-08,6.2895105686158e-06,5.90193426880657e-06,"AKR1B10/ADH7/AKR1C4/ADH4/AKR1C1/AKR1C3/CES1/ALDH1A1/ADH1C/UGT1A7/LRP8/AKR1B15/UGT1A1/CEL",14
"GO:0034308","primary alcohol metabolic process","15/399","100/16231",0.15,6.10187969924812,8.12413974944317,2.10283919655511e-08,6.52511002691051e-06,6.12301546446594e-06,"AKR1B10/BMP6/ADH7/AKR1C4/ADH4/AKR1C1/CYP11A1/AKR1C3/CES1/ALDH3A2/ALDH1A1/ADH1C/AKR1B15/AKR1C2/CEL",15
"GO:0006721","terpenoid metabolic process","15/399","108/16231",0.138888888888889,5.64988861041493,7.69678432653136,6.07785664101883e-08,1.71450810518922e-05,1.60885557465402e-05,"AKR1B10/ADH7/AKR1C4/ADH4/AKR1C1/AKR1C3/CES1/ALDH3A2/ALDH1A1/ADH1C/UGT1A7/LRP8/AKR1B15/UGT1A1/CEL",15
"GO:0023061","signal release","30/399","413/16231",0.0726392251815981,2.95490542336471,6.38855751222691,1.26325267610179e-07,3.26656087828656e-05,3.06526674506332e-05,"BMP6/RIMS2/FGA/BRSK2/CHGA/UNC13A/INHA/TACR3/SYP/CHRNB2/CHRNA4/HRH3/NMB/IRS2/SYT4/CPLX2/ADRA2C/ABCC8/KCNK16/NRXN1/KCNK9/RPH3A/PTPRN/RFX6/GALR1/GAL/SYT5/SNAP25/TAC1/PLA2G10",30
"GO:0006720","isoprenoid metabolic process","15/399","117/16231",0.128205128205128,5.21528179422916,7.26433194553921,1.79218261816813e-07,4.27780204936593e-05,4.01419255677953e-05,"AKR1B10/ADH7/AKR1C4/ADH4/AKR1C1/AKR1C3/CES1/ALDH3A2/ALDH1A1/ADH1C/UGT1A7/LRP8/AKR1B15/UGT1A1/CEL",15
"GO:1990748","cellular detoxification","15/399","118/16231",0.127118644067797,5.17108449088824,7.21904259657784,2.00780463375461e-07,4.45015555610039e-05,4.17592518392877e-05,"AKR1B10/ADH4/ABCB6/ALDH1A1/MTARC1/TXN/GPX2/SRXN1/NQO1/AMBP/AIFM2/GSR/S100A9/TXNRD1/GSTA1",15
"GO:0033559","unsaturated fatty acid metabolic process","14/399","108/16231",0.12962962962963,5.2732293697206,7.07331456561581,4.01679131571526e-07,7.83105681556671e-05,7.34848635303847e-05,"CYP4F3/PTGR1/EPHX1/CBR1/AKR1C4/AKR1C1/AKR1C3/CYP4F11/CYP4F8/ELOVL2/CYP4F2/AKR1C2/GSTA1/PLA2G10",14
"GO:0006631","fatty acid metabolic process","27/399","366/16231",0.0737704918032787,3.00092444225317,6.14651592265229,4.03792810341822e-07,7.83105681556671e-05,7.34848635303847e-05,"CYP4F3/FASN/UGT1A6/PTGR1/EPHX1/UGT1A10/CBR1/ADH7/AKR1C4/ADH4/AKR1C1/AKR1C3/CYP4F11/CES1/CYP4F8/ALDH3A2/IRS2/PPARGC1A/ELOVL2/UGT1A7/HACD1/CYP4F2/AKR1C2/UGT1A1/PNLIPRP3/GSTA1/PLA2G10",27
"GO:0042363","fat-soluble vitamin catabolic process","6/399","14/16231",0.428571428571429,17.4339419978518,9.76558639395054,5.40167524653555e-07,9.85964605294107e-05,9.25206854862843e-05,"CYP4F3/CYP4F11/CYP4F8/CBR3/CYP4F2/CYP24A1",6
"GO:0097237","cellular response to toxic substance","15/399","130/16231",0.115384615384615,4.69375361480625,6.71260344597957,7.17713449369203e-07,0.000123725824077369,0.000116101511094092,"AKR1B10/ADH4/ABCB6/ALDH1A1/MTARC1/TXN/GPX2/SRXN1/NQO1/AMBP/AIFM2/GSR/S100A9/TXNRD1/GSTA1",15
"GO:0042182","ketone catabolic process","6/399","15/16231",0.4,16.271679197995,9.3937364479608,8.81646948170451e-07,0.000143986867377522,0.000135114015242131,"CYP4F3/CYP4F11/CYP4F8/KYNU/CBR3/CYP4F2",6
"GO:0001508","action potential","16/399","151/16231",0.105960264900662,4.31037859549536,6.48785199378474,9.79438140385998e-07,0.000151959827480888,0.000142595660426526,"FGF12/KCNE4/KCNH2/CHRNB2/CHRNA4/HCN4/KCNH6/ASIC5/UNC80/KCNK16/KCNK9/KCNF1/KCNJ3/KCNJ8/KCNV1/TAC1",16
"GO:0009111","vitamin catabolic process","6/399","16/16231",0.375,15.2546992481203,9.0560203714606,1.38145228718512e-06,0.000204126021292163,0.000191547235206332,"CYP4F3/CYP4F11/CYP4F8/CBR3/CYP4F2/CYP24A1",6
"GO:0006692","prostanoid metabolic process","9/399","46/16231",0.195652173913043,7.95897352075842,7.50318345343543,1.47517914286739e-06,0.000208067312741705,0.000195245653837739,"PTGR1/CBR1/AKR1C4/AKR1C1/AKR1C3/CYP4F8/AKR1C2/GSTA1/PLA2G10",9
"GO:0042391","regulation of membrane potential","27/399","396/16231",0.0681818181818182,2.77358168147642,5.67240943558658,1.85923471762824e-06,0.000237873984045915,0.000223215559109412,"FGF12/RIMS2/KCNH7/KCNE4/KCNH2/CHRNB2/CHRNA4/HCN4/KCNH6/ASIC5/UNC80/CHRNA5/KCNK16/NRXN1/NTSR1/KCNK9/HTR3B/KCNF1/KCNJ3/KCNJ8/GABRB3/POPDC3/GABRA2/KCNV1/MLLT11/GABRA1/TAC1",27
"GO:0006805","xenobiotic metabolic process","14/399","123/16231",0.113821138211382,4.63015261731565,6.41555815764526,1.98603915014428e-06,0.000237873984045915,0.000223215559109412,"GSTA2/UGT1A6/EPHX1/UGT1A10/CBR1/AKR1C1/ALDH3A1/CBR3/UGT1A7/NQO1/ABCC2/CYP4F2/UGT1A1/GSTA1",14
"GO:0030638","polyketide metabolic process","5/399","10/16231",0.5,20.3395989974937,9.71150347371664,1.99314327592452e-06,0.000237873984045915,0.000223215559109412,"AKR1B10/AKR1C4/AKR1C1/AKR1C3/AKR1C2",5
"GO:0044598","doxorubicin metabolic process","5/399","10/16231",0.5,20.3395989974937,9.71150347371664,1.99314327592452e-06,0.000237873984045915,0.000223215559109412,"AKR1B10/AKR1C4/AKR1C1/AKR1C3/AKR1C2",5
"GO:0019731","antibacterial humoral response","11/399","77/16231",0.142857142857143,5.81131399928392,6.71810583841316,2.6895124348251e-06,0.000309094706861566,0.000290047472347992,"WFDC5/FGA/WFDC12/DEFA5/H2BC11/PGC/CALCA/SLPI/TAC1/H2BC4/DEFB1",11
"GO:0071466","cellular response to xenobiotic stimulus","16/399","165/16231",0.096969696969697,3.94464950254424,6.03530908860837,3.18037857972534e-06,0.000352454097603133,0.000330734942589186,"GSTA2/UGT1A6/KCNH2/EPHX1/UGT1A10/CBR1/AKR1C1/UCHL1/ALDH3A1/CBR3/UGT1A7/NQO1/ABCC2/CYP4F2/UGT1A1/GSTA1",16
"GO:0007218","neuropeptide signaling pathway","12/399","95/16231",0.126315789473684,5.13842500989315,6.42209561424441,3.58555708235238e-06,0.000383654607811705,0.000360012794720174,"NPW/CCKBR/PRLHR/TENM1/NMB/SSTR1/NTSR2/NTS/NTSR1/GALR1/GAL/TAC1",12
"GO:0006959","humoral immune response","20/399","252/16231",0.0793650793650794,3.22850777737996,5.66001319001823,4.41573562606823e-06,0.000442000891860958,0.000414763626208736,"WFDC5/FGA/CLU/WFDC12/COLEC11/CFHR3/DEFA5/CFHR1/H2BC11/PGC/HRG/C8G/CALCA/NTS/SLPI/CFHR5/S100A9/TAC1/H2BC4/DEFB1",20
"GO:0015850","organic hydroxy compound transport","20/399","252/16231",0.0793650793650794,3.22850777737996,5.66001319001823,4.41573562606823e-06,0.000442000891860958,0.000414763626208736,"BMP6/CLU/CHGA/SLC5A11/AKR1C4/CHRNB2/AKR1C1/CHRNA4/NMB/CES1/RAB3B/SYT4/ADRA2C/KCNK9/TSKU/GALR1/GAL/ABCC2/TAC1/PLA2G10",20
"GO:0042572","retinol metabolic process","9/399","53/16231",0.169811320754717,6.90778833877146,6.83877418507719,5.09718547112836e-06,0.000494267703653478,0.000463809618623281,"AKR1B10/ADH7/ADH4/AKR1C3/CES1/ALDH1A1/ADH1C/AKR1B15/CEL",9
"GO:0006690","icosanoid metabolic process","13/399","117/16231",0.111111111111111,4.51991088833194,6.06597669141996,6.03213935618548e-06,0.000567203891583137,0.000532251285471917,"CYP4F3/PTGR1/EPHX1/CBR1/AKR1C4/AKR1C1/AKR1C3/CYP4F11/CYP4F8/CYP4F2/AKR1C2/GSTA1/PLA2G10",13
"GO:0071805","potassium ion transmembrane transport","17/399","194/16231",0.0876288659793814,3.56467198925148,5.70491195274798,6.25367153439606e-06,0.000570739493271499,0.00053556901401975,"KCNH7/KCNE4/KCNH2/KCNT1/HCN4/KCNH6/KCNJ18/ABCC8/KCNK16/KCNK9/KCNF1/KCNJ3/KCNJ8/KCNV1/FXYD4/SNAP25/DPP10",17
"GO:0008202","steroid metabolic process","21/399","281/16231",0.0747330960854092,3.04008241243679,5.4764401428953,6.53874967343613e-06,0.000579706863904923,0.000543983791523517,"BMP6/UGT1A6/NR0B1/HSD3B1/UGT1A10/CBR1/AKR1C4/AKR1C1/AKR1C8/CYP11A1/AKR1C3/CES1/CGA/UGT1A7/AKR1B15/TSKU/GAL/AKR1C2/UGT1A1/G6PD/CYP24A1",21
"GO:0019748","secondary metabolic process","9/399","55/16231",0.163636363636364,6.6565960355434,6.67081286417214,7.00285469798836e-06,0.000603607170218275,0.000566411297658829,"AKR1B10/UGT1A10/OCA2/AKR1C4/AKR1C1/AKR1C3/UGT1A7/AKR1C2/OPN3",9
"GO:0006693","prostaglandin metabolic process","8/399","44/16231",0.181818181818182,7.39621781727045,6.74441393228149,1.01492587666143e-05,0.000831581786679624,0.000780337514433975,"PTGR1/AKR1C4/AKR1C1/AKR1C3/CYP4F8/AKR1C2/GSTA1/PLA2G10",8
"GO:0008207","C21-steroid hormone metabolic process","7/399","32/16231",0.21875,8.89857456140351,7.0999849116482,1.01837279709396e-05,0.000831581786679624,0.000780337514433975,"BMP6/HSD3B1/AKR1C4/AKR1C1/CYP11A1/AKR1C3/AKR1C2",7
"GO:1902644","tertiary alcohol metabolic process","6/399","22/16231",0.272727272727273,11.0943267259057,7.52122193564523,1.13561839638849e-05,0.000903544585639357,0.000847865775119155,"AKR1B10/AKR1C4/AKR1C1/CYP11A1/AKR1C3/AKR1C2",6
"GO:0019730","antimicrobial humoral response","15/399","163/16231",0.0920245398773006,3.74348447806633,5.5884737490157,1.21924805837675e-05,0.000945831681285768,0.000887547027929066,"WFDC5/FGA/WFDC12/COLEC11/DEFA5/H2BC11/PGC/HRG/CALCA/NTS/SLPI/S100A9/TAC1/H2BC4/DEFB1",15
"GO:0042440","pigment metabolic process","10/399","74/16231",0.135135135135135,5.49718891824155,6.15537400842491,1.27234757701796e-05,0.000962949885728474,0.000903610363274265,"UGT1A6/UGT1A10/OCA2/ABCB6/UGT1A7/AMBP/ABCC2/UGT1A1/OPN3/GSTA1",10
"GO:0042448","progesterone metabolic process","5/399","14/16231",0.357142857142857,14.5282849982098,8.03894987150816,1.45954259286473e-05,0.00107832396801411,0.00101187478902649,"HSD3B1/AKR1C4/AKR1C1/AKR1C3/AKR1C2",5
"GO:0006813","potassium ion transport","17/399","210/16231",0.080952380952381,3.29307793292756,5.30959590026445,1.77959474756686e-05,0.00128420523295348,0.0012050691051175,"KCNH7/KCNE4/KCNH2/KCNT1/HCN4/KCNH6/KCNJ18/ABCC8/KCNK16/KCNK9/KCNF1/KCNJ3/KCNJ8/KCNV1/FXYD4/SNAP25/DPP10",17
"GO:0046879","hormone secretion","19/399","257/16231",0.0739299610894942,3.00741152492125,5.1496054050741,2.08993674803463e-05,0.00147388039298897,0.00138305597941274,"BMP6/RIMS2/FGA/BRSK2/CHGA/INHA/TACR3/NMB/IRS2/ADRA2C/ABCC8/KCNK16/KCNK9/PTPRN/RFX6/GALR1/GAL/SNAP25/TAC1",19
"GO:2000846","regulation of corticosteroid hormone secretion","5/399","15/16231",0.333333333333333,13.5597326649958,7.72559565861657,2.14523154188858e-05,0.00147925632766228,0.00138810063475263,"BMP6/KCNK9/GALR1/GAL/TAC1",5
"GO:1990573","potassium ion import across plasma membrane","8/399","49/16231",0.163265306122449,6.64150171346734,6.27847953717374,2.31979821803313e-05,0.00156485518925148,0.0014684246677712,"KCNH2/HCN4/KCNJ18/ABCC8/KCNK9/KCNJ3/KCNJ8/FXYD4",8
"GO:0015849","organic acid transport","21/399","308/16231",0.0681818181818182,2.77358168147642,4.9887520856027,2.62119293481131e-05,0.00169449201598323,0.00159007292988006,"SLC6A15/SLC7A11/AKR1C4/SLC25A21/AKR1C1/SLC16A12/SLC26A9/NMB/CES1/IRS2/SLC38A3/SYT4/NTSR1/SPX/SLC16A4/SLC16A14/ABCC2/CYP4F2/SLC6A17/SLC7A2/PLA2G10",21
"GO:0046942","carboxylic acid transport","21/399","308/16231",0.0681818181818182,2.77358168147642,4.9887520856027,2.62119293481131e-05,0.00169449201598323,0.00159007292988006,"SLC6A15/SLC7A11/AKR1C4/SLC25A21/AKR1C1/SLC16A12/SLC26A9/NMB/CES1/IRS2/SLC38A3/SYT4/NTSR1/SPX/SLC16A4/SLC16A14/ABCC2/CYP4F2/SLC6A17/SLC7A2/PLA2G10",21
"GO:0006766","vitamin metabolic process","7/399","38/16231",0.184210526315789,7.49353647276085,6.36190590939148,3.36258996768134e-05,0.00204590522935592,0.00191983113028201,"CYP4F3/AKR1C3/CYP4F11/CYP4F8/CBR3/CYP4F2/CYP24A1",7
"GO:0044060","regulation of endocrine process","7/399","38/16231",0.184210526315789,7.49353647276085,6.36190590939148,3.36258996768134e-05,0.00204590522935592,0.00191983113028201,"BMP6/INHA/TACR3/KCNK9/GALR1/GAL/TAC1",7
"GO:0140353","lipid export from cell","7/399","38/16231",0.184210526315789,7.49353647276085,6.36190590939148,3.36258996768134e-05,0.00204590522935592,0.00191983113028201,"BMP6/NMB/KCNK9/GALR1/GAL/TAC1/PLA2G10",7
"GO:0009914","hormone transport","19/399","270/16231",0.0703703703703704,2.8626102292769,4.89949855781719,4.1242414820378e-05,0.00243895936774183,0.00228866423160654,"BMP6/RIMS2/FGA/BRSK2/CHGA/INHA/TACR3/NMB/IRS2/ADRA2C/ABCC8/KCNK16/KCNK9/PTPRN/RFX6/GALR1/GAL/SNAP25/TAC1",19
"GO:0016137","glycoside metabolic process","5/399","17/16231",0.294117647058824,11.9644699985257,7.18033715347526,4.24440238021459e-05,0.00243895936774183,0.00228866423160654,"AKR1B10/AKR1C4/AKR1C1/AKR1C3/AKR1C2",5
"GO:0035930","corticosteroid hormone secretion","5/399","17/16231",0.294117647058824,11.9644699985257,7.18033715347526,4.24440238021459e-05,0.00243895936774183,0.00228866423160654,"BMP6/KCNK9/GALR1/GAL/TAC1",5
"GO:0046883","regulation of hormone secretion","17/399","226/16231",0.0752212389380531,3.05993967218932,4.95060982281042,4.55094530124557e-05,0.00256756059450273,0.00240934071015768,"BMP6/FGA/BRSK2/CHGA/INHA/TACR3/NMB/IRS2/ADRA2C/ABCC8/KCNK16/KCNK9/RFX6/GALR1/GAL/SNAP25/TAC1",17
"GO:0009812","flavonoid metabolic process","4/399","10/16231",0.4,16.271679197995,7.66877149831465,6.71733374858581e-05,0.00372212261104674,0.00349275555723746,"UGT1A6/UGT1A10/UGT1A7/UGT1A1",4
"GO:0086011","membrane repolarization during action potential","6/399","30/16231",0.2,8.13583959899749,6.21030046814955,7.65120835554964e-05,0.0041652104433808,0.00390853914376844,"KCNE4/KCNH2/KCNH6/KCNK16/KCNJ3/KCNJ8",6
"GO:1905954","positive regulation of lipid localization","10/399","91/16231",0.10989010989011,4.47024153791071,5.26994948125576,7.85814776655013e-05,0.00420410905510432,0.00394504072000962,"BMP6/VSTM2A/NMB/CES1/NTSR1/GALR1/GAL/CYP4F2/TAC1/PLA2G10",10
"GO:0032370","positive regulation of lipid transport","9/399","75/16231",0.12,4.8815037593985,5.34861746037398,8.97296453187806e-05,0.00471917100718942,0.00442836319039995,"BMP6/NMB/CES1/NTSR1/GALR1/GAL/CYP4F2/TAC1/PLA2G10",9
"GO:0042573","retinoic acid metabolic process","6/399","31/16231",0.193548387096774,7.87339316032016,6.08096275187607,9.29246017581681e-05,0.00480575065425993,0.00450960757030073,"ADH7/AKR1C3/ALDH1A1/ADH1C/UGT1A7/UGT1A1",6
"GO:2000831","regulation of steroid hormone secretion","5/399","20/16231",0.25,10.1697994987469,6.51399996434529,0.000100062020084086,0.00509004013640848,0.00477637838158233,"BMP6/KCNK9/GALR1/GAL/TAC1",5
"GO:0048499","synaptic vesicle membrane organization","6/399","32/16231",0.1875,7.62734962406015,5.9572878586188,0.000112018649555221,0.00560635273499759,0.00526087443032659,"SYP/SYT4/CPLX2/RPH3A/SYT5/SNAP25",6
"GO:0006066","alcohol metabolic process","20/399","316/16231",0.0632911392405063,2.57463278449288,4.48742627353563,0.000113867088722126,0.00560840597309138,0.00526280114245077,"AKR1B10/BMP6/ADH7/AKR1C4/ADH4/AKR1C1/AKR1C8/CYP11A1/AKR1C3/CES1/ALDH3A2/ALDH1A1/ADH1C/NTSR1/AKR1B15/TSKU/AKR1C2/CEL/G6PD/CYP24A1",20
"GO:1903530","regulation of secretion by cell","27/399","500/16231",0.054,2.19667669172932,4.31480810590061,0.000117230340594893,0.00568383979478049,0.00533358653225131,"BMP6/RIMS2/FGA/BRSK2/CHGA/INHA/TACR3/CHRNB2/CHRNA4/NMB/RAB26/IRS2/SYT4/CPLX2/ADRA2C/ABCC8/KCNK16/NTSR1/KCNK9/RPH3A/RFX6/GALR1/GAL/SYT5/SNAP25/TAC1/PLA2G10",27
"GO:0060986","endocrine hormone secretion","7/399","47/16231",0.148936170212766,6.05860395670026,5.51333638170623,0.000138548010503633,0.00661406887065806,0.00620649242864292,"BMP6/INHA/TACR3/KCNK9/GALR1/GAL/TAC1",7
"GO:0009948","anterior/posterior axis specification","6/399","35/16231",0.171428571428571,6.97357679914071,5.61619795252758,0.000188540478035825,0.00886425914159339,0.00831802001516722,"RIPPLY2/OTX2/ZIC3/BASP1/CDX2/CRIPTO",6
"GO:0032368","regulation of lipid transport","11/399","121/16231",0.0909090909090909,3.69810890863522,4.72914040378961,0.000195836157930274,0.0089315478058089,0.00838116217367115,"BMP6/NMB/CES1/IRS2/NTSR1/KCNK9/GALR1/GAL/CYP4F2/TAC1/PLA2G10",11
"GO:0015718","monocarboxylic acid transport","13/399","163/16231",0.0797546012269939,3.24435321432415,4.57174411666793,0.000198544719943926,0.0089315478058089,0.00838116217367115,"AKR1C4/AKR1C1/SLC16A12/NMB/CES1/IRS2/NTSR1/SPX/SLC16A4/SLC16A14/ABCC2/CYP4F2/PLA2G10",13
"GO:0015711","organic anion transport","23/399","408/16231",0.0563725490196078,2.29319008305076,4.19977331916555,0.000201537820116033,0.0089315478058089,0.00838116217367115,"SLC39A5/SLC6A15/SLC7A11/AKR1C4/SLC25A21/AKR1C1/SLC16A12/GLTPD2/SLC26A9/NMB/CES1/IRS2/SLC38A3/SYT4/NTSR1/SPX/SLC16A4/SLC16A14/ABCC2/CYP4F2/SLC6A17/SLC7A2/PLA2G10",23
"GO:0009074","aromatic amino acid family catabolic process","5/399","23/16231",0.217391304347826,8.8433039119538,5.9755249560443,0.000204363485082962,0.0089315478058089,0.00838116217367115,"PAH/HGD/KYNU/TAT/HAL",5
"GO:0035929","steroid hormone secretion","5/399","23/16231",0.217391304347826,8.8433039119538,5.9755249560443,0.000204363485082962,0.0089315478058089,0.00838116217367115,"BMP6/KCNK9/GALR1/GAL/TAC1",5
"GO:2000833","positive regulation of steroid hormone secretion","4/399","13/16231",0.307692307692308,12.51667630615,6.59444128481752,0.000215677120075477,0.00920712303275667,0.00863975572523825,"BMP6/GALR1/GAL/TAC1",4
"GO:0098869","cellular oxidant detoxification","9/399","84/16231",0.107142857142857,4.35848549946294,4.89908545662039,0.000216603281144453,0.00920712303275667,0.00863975572523825,"TXN/GPX2/SRXN1/NQO1/AMBP/GSR/S100A9/TXNRD1/GSTA1",9
"GO:1905952","regulation of lipid localization","12/399","144/16231",0.0833333333333333,3.38993316624896,4.5730640961423,0.000231004995063097,0.00960203118393405,0.00901032859017546,"BMP6/VSTM2A/NMB/CES1/IRS2/NTSR1/KCNK9/GALR1/GAL/CYP4F2/TAC1/PLA2G10",12
"GO:0051932","synaptic transmission, GABAergic","7/399","51/16231",0.137254901960784,5.58341933264534,5.20431097024339,0.000234421359274335,0.00960203118393405,0.00901032859017546,"GABRQ/GABRR3/NRXN1/GABRB3/GABRA2/GABRA1/TAC1",7
"GO:0015837","amine transport","9/399","85/16231",0.105882352941176,4.30720919946926,4.85306908048644,0.000237090552978912,0.00960203118393405,0.00901032859017546,"CHGA/CHRNB2/CHRNA4/SLC38A3/SLC47A2/SYT4/ADRA2C/NTSR1/SLC14A2",9
"GO:0009410","response to xenobiotic stimulus","20/399","334/16231",0.0598802395209581,2.43588011946033,4.20931712242024,0.000238271479588438,0.00960203118393405,0.00901032859017546,"GSTA2/UGT1A6/CPS1/KCNH2/EPHX1/UGT1A10/CBR1/GCLM/AKR1C1/UCHL1/ALDH3A1/CBR3/ABCC8/UGT1A7/NQO1/GAL/ABCC2/CYP4F2/UGT1A1/GSTA1",20
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","17/399","260/16231",0.0653846153846154,2.65979371505687,4.28304415886965,0.000250676638144677,0.00981216911129261,0.00920751726187309,"VIPR2/RIMS2/CHGA/TACR3/HRH3/GNAT1/CALCB/ADRA2C/CALCA/NRXN1/TAAR1/CCR3/PDE4D/GALR1/GAL/TAC1/OPN3",17
"GO:0007214","gamma-aminobutyric acid signaling pathway","5/399","24/16231",0.208333333333333,8.47483291562239,5.81746275247299,0.000252972455334647,0.00981216911129261,0.00920751726187309,"GABRQ/GABRR3/GABRB3/GABRA2/GABRA1",5
"GO:0007274","neuromuscular synaptic transmission","5/399","24/16231",0.208333333333333,8.47483291562239,5.81746275247299,0.000252972455334647,0.00981216911129261,0.00920751726187309,"RIMBP2/CHRNB2/CHRNA4/CHRNA5/NRXN1",5
"GO:0008210","estrogen metabolic process","6/399","37/16231",0.162162162162162,6.59662670188986,5.4103822785701,0.000259076683355094,0.00992487590680071,0.00931327876612364,"UGT1A6/HSD3B1/UGT1A10/UGT1A7/AKR1B15/UGT1A1",6
"GO:0042167","heme catabolic process","4/399","14/16231",0.285714285714286,11.6226279985678,6.31231334906577,0.000296109797734208,0.01107022532975,0.0103880487240267,"AMBP/ABCC2/UGT1A1/GSTA1",4
"GO:0046149","pigment catabolic process","4/399","14/16231",0.285714285714286,11.6226279985678,6.31231334906577,0.000296109797734208,0.01107022532975,0.0103880487240267,"AMBP/ABCC2/UGT1A1/GSTA1",4
