"gene_id","gene_name","unadj_log2FC","unadj_padj","adj_log2FC","adj_padj","unadj_sig","adj_sig"
"ENSG00000278594.1","AL589182.2",0.427261509015631,0.172576239886811,0.0963484609013022,0.844650332075174,FALSE,FALSE
"ENSG00000278599.5","TBC1D3E",0.434818120904244,0.274866873775067,0.558688701662646,0.287834392220867,FALSE,FALSE
"ENSG00000278600.1","AC015871.3",-0.116351278714594,0.310810333935925,-0.139680457942806,0.322173856121146,FALSE,FALSE
"ENSG00000278601.1","AL158163.2",-0.179954397535133,0.308899462135277,-0.324141436884723,0.142626451047599,FALSE,FALSE
"ENSG00000278607.1","AC015819.2",0.767210771425238,7.91479997869858e-05,0.870093296753485,0.000191224212801345,FALSE,FALSE
"ENSG00000278611.2","ZNF426-DT",0.20036714614475,0.180579934859159,0.433779718431708,0.0137114426348482,FALSE,FALSE
"ENSG00000278616.1","BEND3P3",-0.00476032018313784,0.976227518824448,-0.0027428886762894,0.989751948095866,FALSE,FALSE
"ENSG00000278619.5","MRM1",0.392880855318031,1.04023098320587e-06,0.467957642020757,6.67238062024794e-07,FALSE,FALSE
"ENSG00000278627.1","AC005962.1",0.0375694793503481,0.856600600141074,0.00633351771503544,0.982092281351215,FALSE,FALSE
"ENSG00000278630.1","LINC02335",0.62897616135262,0.506513509652812,0.887752436686902,0.446760513507894,FALSE,FALSE
"ENSG00000278631.1","SOWAHCP5",-0.113922263052016,0.800873424474866,-0.22527662287116,0.6899824606884,FALSE,FALSE
"ENSG00000278635.1","AC141557.2",0.354816771008072,0.156716843609017,0.402617415477127,0.206461925173397,FALSE,FALSE
"ENSG00000278638.2","AC244093.5",-0.405458617284112,0.00649021163936912,-0.488860661534866,0.00808927416180108,FALSE,FALSE
"ENSG00000278642.1","AC015813.4",0.145327011891703,0.657299209653844,0.233483499867308,0.558534799918613,FALSE,FALSE
"ENSG00000278662.5","GOLGA6L10",0.0217365464134075,0.916677411162267,-0.0527238023427172,0.844055282809194,FALSE,FALSE
"ENSG00000278668.1","AC005899.7",-0.0172146433046048,0.935000553268599,-0.0666689924852655,0.804550543956607,FALSE,FALSE
"ENSG00000278677.2","H2AC17",0.749316184434856,0.00397927959842617,0.820010381030569,0.0150808173908912,FALSE,FALSE
"ENSG00000278698.1","AL162574.2",1.00845915776696,0.017137701716998,1.46786477791135,0.00518647858817557,TRUE,TRUE
"ENSG00000278700.1","Metazoa_SRP",-0.519877529576185,0.00774905190752806,-0.416913276342894,0.0963750682635533,FALSE,FALSE
"ENSG00000278703.1","AC100847.1",0.679144323854794,3.8314081246456e-07,0.805232447220727,9.78387095354568e-07,FALSE,FALSE
"ENSG00000278705.1","H4C2",0.85191092108852,0.000129590348867536,1.10045956426121,8.81774229181641e-05,FALSE,TRUE
